	1632506	1632672	1634203	1634204	1635058	1635490	1635606	1635903	1636367	1636579	1638447	1639041	1639627	1641409	1641656	1642018	1647019	1648720	1649651	1649831	1649882	1650202	1651350	1653321	1657953	1665255	1672037	1672067	1672500	1672554	1672555	1673667	1677020	1677489	1679303	1679311	1689133	1691060	1693982	1693985	1700782	1700807	1701194	1701195	1706961	1708489	1709042	1717396	1726675	1743291	1743632	1747591	1749147	1749524	1751579	1755528	1755661	1755997	1756460	1756499	1756682	1756778	1756805	1756806	1756874	1756898	1757570	1758870	1758891	1758896	1758957	1758958	1759443	1759818	1764417	1767798	1772259	1792289	1792339	1792340	1792577	1792688	1800077	1823882	1875664	1876677	1879077	1911080	1913144	1931101	2034808	2034835	2035130	2035134	2036284	2036489	2036525	2044172	2062158	2080404	2080448	2101523	2266970	2371891	2390072	
1632506	0	0	0	0	0	0	0	0	0	0	0	3.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0.07	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1632672	0	0	0	0	0	0.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1634203	0	0	0	1.64	0	0	0	0	0	1.24	0	0	0	0	0	0	0	0	0.47	0	0	0	0	0	0	0	0	0	0	0.76	0.22	0	0	0	0	0	0	0	0	0	0.44	0	0	0	0	0	0	0	0	0	0.69	0	0.08	0.13	0	0	0	0.82	0	0.15	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0.18	0	0	0.54	0.62	0.52	0	0.63	0	0	0	0	0.16	0	0	0	0	0.58	0	0	0	0	0	0	0	0.36	0.22	0	0	0	0	
1634204	0	0	1.64	0	0	0	0	0	0	0.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87	0	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0.93	0	0	0	0	0	0	0	0	0	0	0	0	0	
1635058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.15	1.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1635490	0	0.29	0	0	0	0	0.64	0.84	0	0.84	0	0	0	0	0	0	0.15	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49	0	0	0	0	0	0	0	0.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1635606	0	0	0	0	0	0.64	0	0	0	0.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1635903	0	0	0	0	0	0.84	0	0	0	0.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1636367	0	0	0	0	0	0	0	0	0	0.86	0	0	0	0	0	0.83	0	0	0	0.89	0	0	0	0.49	0.69	0	0	0	0.27	0	0	0.08	0.97	0	0	0	0.84	0	0	0	0	0	0	0	0	0	0.27	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1636579	0	0	1.24	0.93	0	0.84	0.26	0.44	0.86	0	0.21	0	1.32	0.21	0.21	0.08	0.24	0	0.71	0.11	0.12	0	0.49	0.33	0.41	0.16	0.21	0.21	0.53	0.6	0.94	0.37	0.77	0.64	0.21	0.21	0.47	0.82	0.44	0	0.74	1.33	0	0	0.64	0.19	0.92	0.44	0.2	0.75	0.49	0.58	0.43	0.73	0.65	0.22	0	0.64	1.32	0.07	0.88	0.94	0.43	0.37	0.83	0.39	0.47	0.53	0.19	0.05	0.36	0.38	0	0.51	0	0.38	0.39	0.81	0.54	1.01	0	0.45	0.23	0.29	0.2	0.21	0.34	0.06	0	0.11	0.23	0.85	0.07	0.55	0.43	0.21	0.21	0.67	0	0.66	0.34	0.62	1.33	0.62	0.66	
1638447	0	0	0	0	0	0	0	0	0	0.21	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	
1639041	3.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0.07	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1639627	0	0	0	0	0	0	0	0	0	1.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1641409	0	0	0	0	0	0	0	0	0	0.21	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	
1641656	0	0	0	0	0	0	0	0	0	0.21	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	
1642018	0	0	0	0	0	0	0	0	0.83	0.08	0	0	0	0	0	0	0	0	0	0	0	0.74	0	0	0	0.16	0	0	0	0.6	0	0	0	0	0	0	0.99	0	0	0	0	0	0.09	0.09	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1647019	0	0	0	0	0	0.15	0	0	0	0.24	0	0	0	0	0	0	0	1.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1648720	0	0	0	0	0	0.45	0	0	0	0	0	0	0	0	0	0	1.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1649651	0	0	0.47	0	0	0	0	0	0	0.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1649831	0	0	0	0	0	0	0	0	0.89	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37	0	0	0	0	0	0	0	0	0	0	1.23	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1649882	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1650202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36	0	0	0	0	0	0	0.65	0	0	0	0	0	0.09	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1651350	0	0	0	0	0	0	0	0	0	0.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.49	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0.81	1.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1653321	0	0	0	0	0	0	0	0	0.49	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16	0	0	0	0	0	0.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1657953	0	0	0	0	0	0	0	0	0.69	0.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1665255	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0.16	0	0	0	0.37	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0.26	0	0	0	0	0	0.06	0.06	0	0.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1672037	0	0	0	0	0	0	0	0	0	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1672067	0	0	0	0	0	0	0	0	0	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1672500	0	0	0	0	0	0	0	0	0.27	0.53	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1672554	0	0	0.76	0	0	0	0	0	0	0.6	0	0	0	0	0	0.6	0	0	0.64	0	0.27	0.36	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0.56	0	0	0	0.36	0	0	0	0	0.9	0	0	0.49	0	0.82	0	0.15	0.13	0	0.13	0	0	0	0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73	0	0.65	0.3	0.61	0.19	1.11	1.34	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1672555	0	0	0.22	0	0	0	0	0	0	0.94	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78	0	0	0	0	0	0	0	0	0	0	0	1.95	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	
1673667	0	0	0	0	0	0	0	0	0.08	0.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76	0	0	0	0	0	0	0	0	0	0	0	1.2	0	0	0	0	0.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
