***********Printing the Latent Semantics using PCA***********
need	-0.0024503972737180218	need	0.015103122665122683	need	0.04113861725864785	need	-0.006409249815418101	need	0.384762281681451	
controlling	-0.054068267782850545	controlling	0.0324363303396241	controlling	-0.07126041001766303	controlling	-0.018639193177885777	controlling	-0.407500023060511	
external	-0.00182120093911217	external	-0.056220331038617635	external	0.009281384030738417	external	-0.017057226043901516	external	0.617346093458061	
developed	-0.005369496862073754	developed	-0.06697235331485676	developed	0.058552641195929414	developed	-0.032284371771879136	developed	0.47056990937825743	
exposing	0.04637619826264886	exposing	0.01032537697271066	exposing	-0.018710848096524336	exposing	-3.99631812046593E-4	exposing	0.0050258376350740775	
its	0.06985951190713992	its	0.015553793165313003	its	-0.02818537880118958	its	-6.019916331655401E-4	its	1.4718452405012547E-4	
University	-0.002471755107124015	University	-0.07630288749832531	University	0.012596802410140474	University	-0.02315026567466036	University	-0.004548060181097062	
FAM	-0.01985081256305161	FAM	0.01458590888328385	FAM	-0.02903700688056884	FAM	-0.06142639679753602	FAM	0.0018642475426147857	
time	0.08026898251476222	time	0.017871398146672955	time	-0.032385162970676416	time	-6.916918621021624E-4	time	0.005253119418404363	
although	-0.022857006364683817	although	0.012104375522604412	although	-0.028398629560816388	although	0.02490286830426162	although	0.005208542529966282	
points	0.03687522564345275	points	0.008210043513400088	points	-0.014877604706451303	points	-3.1776026918077125E-4	points	6.899897047918164E-4	
objects	-0.018149954331230615	objects	0.009611663802670046	objects	-0.022550364600678	objects	0.019774504180676986	objects	-0.0029576184448442773	
these	0.05163303397584993	these	0.011495779300969754	these	-0.020831760508124665	these	-4.44930884855446E-4	these	-0.0016711254119542108	
Our	0.014601805642883417	Our	0.0032510027426386453	Our	-0.005891215268911057	Our	-1.2582631321285726E-4	Our	0.001843892989588462	
prove	-0.014034310059560308	prove	0.010312080027873285	prove	-0.020528850215532086	prove	-0.04342779902636278	prove	0.004054041171747119	
defined	0.028913363651483625	defined	0.006437383624243344	defined	-0.011665327808428652	defined	-2.4915151179415667E-4	defined	0.001996010154038792	
extensible	-0.01760068187479682	extensible	0.012932565923638279	extensible	-0.02574560205421701	extensible	-0.054463587589397275	extensible	-0.001497669848971356	
how	-0.016618517294649856	how	0.012210894554826057	how	-0.024308929395050347	how	-0.051424375414632864	how	-5.916286197151753E-4	
constraints	-0.003213428908587435	constraints	-0.09919829994044436	constraints	0.016376593661662577	constraints	-0.03009672469008902	constraints	-0.0042614503992093105	
windows	0.041119362549447785	windows	0.009154974644451568	windows	-0.016589935684924006	windows	-3.5433273923773625E-4	windows	0.0030483135755288784	
number	-0.0010645957374534388	number	-0.03286398743628882	number	0.005425497903383475	number	-0.009970920698059882	number	-0.004118475914384583	
day)	0.05163303397584993	day)	0.011495779300969754	day)	-0.020831760508124665	day)	-4.44930884855446E-4	day)	-0.0016711254119542108	
wide	-0.0014845287982135841	wide	-0.04582728829067285	wide	0.007565602227082428	wide	-0.013903981013845813	wide	-0.0035675578803999555	
available	-0.0026772059926868813	available	-0.0826451403219778	available	0.013643841497048675	available	-0.02507450265516312	available	0.006918805204942379	
evolution	-0.0017151500251771595	evolution	-0.05294654759148699	evolution	0.008740916892872484	evolution	-0.01606396145002867	evolution	2.49464027778048E-4	
well-known	-0.022100941691279945	well-known	0.016239250696658773	well-known	-0.03232840942497384	well-known	-0.06838920117832555	well-known	-0.003035252543071346	
models	0.004996399655661638	models	0.018305766061459006	models	-0.039636308985635485	models	0.02466285063277119	models	-9.226580756553674E-4	
system	-0.04810547512469306	system	0.009807739645416353	system	-0.025983980160741195	system	0.009204180559356108	system	-0.011797751618208636	
simply	-0.004148837373689656	simply	0.02557152688853926	simply	0.06965296387456112	simply	-0.010851683299163346	simply	-0.006084651741060057	
roles	-0.014078880242141401	roles	0.004305708672721477	roles	-0.014110324809830517	roles	0.07956435673455574	roles	0.0063184716884459695	
conflict	-0.018356760208115403	conflict	0.028343771235439224	conflict	0.05063607841668064	conflict	0.07166179217109725	conflict	-0.023356638462157044	
own	-0.015350552746568477	own	0.011279224110263355	own	-0.02245419950981202	own	-0.04750078320860775	own	-0.006511869313654835	
each	0.10166398887053771	each	0.02263486549054197	each	-0.041017149397849825	each	-8.760563740503719E-4	each	0.007691873671805327	
tuples	0.038044309207779	tuples	0.008470332820555107	tuples	-0.015349280820572736	tuples	-3.2783446673787864E-4	tuples	0.005398598974773346	
(ie	-0.0496351358724422	(ie	0.06596657277888941	(ie	0.02655961248068861	(ie	-0.150989596962276	(ie	-0.0012914843029390374	
specify	-0.044097857529002596	specify	0.040244349440077126	specify	0.011826944380503005	specify	0.09490448572877994	specify	0.014561999805286458	
mechanisms	-0.022338075338531518	mechanisms	0.011829565509511995	mechanisms	-0.027753885108298296	mechanisms	0.02433748772270889	mechanisms	0.004113231620953283	
immense	-0.002471755107124015	immense	-0.07630288749832531	immense	0.012596802410140474	immense	-0.02315026567466036	immense	-0.004548060181097062	
we	-0.01201288727099401	we	-0.015569992976782066	we	0.0054630796741082085	we	-0.014016380717363346	we	-0.00256771381792001	
relies	0.031095149116680765	relies	0.006923144817391534	relies	-0.012545586603841538	relies	-2.6795233876180904E-4	relies	0.006530357642468181	
complex	-0.002692751744484847	complex	0.016596884243987205	complex	0.045207397419620786	complex	-0.00704315124996869	complex	-0.004298705333960534	
satisfy	-0.014626171619120644	satisfy	0.010746965942585594	satisfy	-0.02139460259331062	satisfy	-0.04525925670051519	satisfy	-0.0021053994374637397	
A	0.0978328154618176	A	0.05647962998751136	A	0.04955291031438694	A	-0.015101056375335766	A	0.0063936197344800615	
specifying	-0.016876302307375447	specifying	0.012400308902231167	specifying	-0.024686007419662453	specifying	-0.05222206590865394	specifying	-3.9576530427253795E-4	
simple	-0.011664476931230358	simple	0.003567317756935411	simple	-0.01169052903396253	simple	0.06591977399597851	simple	-0.002787364349719566	
data	-0.0059782121435208	data	-0.016528440391414385	data	-0.004402854705237491	data	-0.022650496380221225	data	-0.0016037497436747234	
use	0.018495090020589605	use	0.004117818703578638	use	-0.007461991988798037	use	-1.593754256662728E-4	use	0.003285211016426068	
namely	0.03942703817155061	namely	0.008778188969547088	namely	-0.015907153879793124	namely	-3.3974968407052514E-4	namely	0.0024399589713802604	
differences	0.038044309207779	differences	0.008470332820555107	differences	-0.015349280820572736	differences	-3.2783446673787864E-4	differences	0.005398598974773346	
execution	-0.01310042205831368	execution	0.009625881150617781	execution	-0.019162794683460188	execution	-0.040537974000469	execution	0.003344479361918521	
drawback	-0.004556502763732286	drawback	0.028084189001812428	drawback	0.07649707467669052	drawback	-0.01191797134719021	drawback	-0.0014297207828559797	
The	0.04353276309389027	The	0.024059242966752922	The	-0.0708438882997831	The	0.3485012229376786	The	0.05217257528812527	
designed	-0.0015213007590350388	designed	-0.04696243585507574	designed	0.007753003124269307	designed	-0.014248384332743119	designed	-0.0014026017668767126	
We	-0.007479882669913505	We	-0.008359181181371456	We	-0.0080658508240778	We	-0.025895144226071316	We	7.8679625386929E-4	
mediated	-0.00494351021424803	mediated	-0.15260577499665062	mediated	0.02519360482028095	mediated	-0.04630053134932072	mediated	-0.009096120362194125	
enforced	-0.035105305269556124	enforced	0.03503886591008227	enforced	0.03862735605183783	enforced	0.16409344106776674	enforced	0.017782120019795167	
With	-0.0027519336235621167	With	-0.08495197646252237	With	0.014024675827278297	With	-0.02577439582136457	With	0.007934060186458326	
checking	-0.004003335124980413	checking	0.024674717896023247	checking	0.06721019209052286	checking	-0.01047110816929156	checking	-0.013175751278546921	
ability	-0.001965373084373684	ability	-0.0606709139254861	ability	0.010016128351351869	ability	-0.01840753111905864	ability	-0.002709746218320741	
define	-0.015350552746568477	define	0.011279224110263355	define	-0.02245419950981202	define	-0.04750078320860775	define	-0.006511869313654835	
facilitate	0.0321804283944466	facilitate	0.007164775612570978	facilitate	-0.012983451208300438	facilitate	-2.7730438012350144E-4	facilitate	0.0031130494493386805	
